age,annual_income,monthly_savings,emergency_fund,risk_appetite,investment_goal,existing_investment_pct,debt_allocation,equity_allocation,mutual_fund_allocation
46,675541,13633,63582,Low,Retirement,0.089,38.33,39.29,22.38
40,508540,6672,13345,Medium,Tax Saving,0.115,5.1,54.73,40.17
32,498919,8058,35537,Medium,Retirement,0.046,4.59,60.69,34.72
27,2877777,29158,97465,Medium,Wealth Creation,0.08,12.13,66.24,21.63
18,434041,4644,32449,Medium,Tax Saving,0.027,4.69,60.22,35.09
30,890048,15180,47334,High,Short-Term,0.18,24.62,44.31,31.07
29,328884,6994,13988,Low,Short-Term,0.162,32.14,28.6,39.26
35,300000,7786,15572,Low,Short-Term,0.109,38.78,26.4,34.83
30,439982,7989,88449,Low,Wealth Creation,0.119,15.52,60.84,23.64
29,1625682,34283,81050,Medium,Education,0.052,4.54,45.66,49.8
18,488837,5458,10916,High,Wealth Creation,0.04,11.38,69.44,19.19
24,804861,18438,48962,Medium,Wealth Creation,0.164,12.13,68.23,19.63
35,1316677,21650,47927,Medium,Education,0.116,5.08,44.36,50.56
45,766655,16629,33258,Medium,Emergency Fund,0.027,10.77,50.13,39.1
31,1679920,42843,102078,High,Emergency Fund,0.122,10.47,68.77,20.76
34,557907,11008,66633,Low,Wealth Creation,0.135,17.32,55.08,27.59
39,2186694,37663,107755,Low,Emergency Fund,0.099,26.13,43.85,30.02
25,766476,17000,34001,Medium,Education,0.033,4.67,46.15,49.18
34,300000,6858,13717,High,Education,0.207,19.35,60.45,20.2
26,384248,4908,25169,Medium,Property Purchase,0.037,4.79,57.6,37.61
38,316280,6157,24922,Low,Retirement,0.083,31.52,43.06,25.43
33,1568104,29336,99864,Low,Education,0.188,28.39,37.97,33.64
34,797762,17616,88726,High,Short-Term,0.248,22.64,46.58,30.77
25,300000,5853,11706,Medium,Retirement,0.056,4.56,65.71,29.73
37,1116828,16703,125365,Low,Emergency Fund,0.081,28.89,41.49,29.62
48,845428,14934,144329,Medium,Retirement,0.115,15.32,47.16,37.52
23,300000,4156,12572,High,Short-Term,0.07,24.42,44.97,30.61
29,1866611,18831,169389,Medium,Short-Term,0.13,4.59,35.86,59.55
33,849267,16075,80492,Medium,Short-Term,0.072,4.81,34.09,61.09
38,760817,13686,28832,Medium,Short-Term,0.051,6.76,34.24,59.01
27,502113,9161,18323,High,Wealth Creation,0.105,11.97,68.05,19.99
18,300000,6043,22090,Medium,Wealth Creation,0.131,13.29,66.13,20.59
42,467139,9202,18405,Medium,Wealth Creation,0.112,15.53,61.22,23.25
38,1950179,46752,242560,Medium,Emergency Fund,0.051,5.63,54.74,39.63
18,302068,5148,10297,High,Education,0.053,19.02,59.2,21.79
27,636863,17365,39613,High,Short-Term,0.278,24.88,45.69,29.44
44,311952,7056,39399,Medium,Tax Saving,0.14,11.87,48.85,39.28
43,471395,8516,20978,Medium,Retirement,0.074,9.69,50.06,40.26
39,1352009,28175,56351,Medium,Tax Saving,0.305,4.94,53.87,41.2
30,896589,14326,56299,Low,Wealth Creation,0.029,17.24,60.96,21.81
32,2195109,49200,476892,High,Wealth Creation,0.029,12.32,66.34,21.34
30,1620207,24896,49792,High,Wealth Creation,0.143,12.72,67.51,19.78
41,849523,16977,44151,Low,Short-Term,0.11,46.59,24.74,28.67
24,763451,17873,78772,Medium,Education,0.12,4.61,46.24,49.15
25,486965,9730,33898,High,Emergency Fund,0.125,12.62,67.79,19.59
40,3000000,61211,428113,Low,Retirement,0.1,31.66,43.14,25.2
31,1476724,35349,286513,Low,Wealth Creation,0.177,17.56,57.53,24.91
43,1135621,24929,107999,Low,Wealth Creation,0.116,22.99,48.59,28.43
26,694361,19230,57829,High,Tax Saving,0.121,9.09,51.89,39.02
31,1758590,38073,93340,High,Wealth Creation,0.093,12.77,67.12,20.11
24,800701,18177,54374,Low,Education,0.26,27.74,39.24,33.02
32,1914499,35550,275962,High,Wealth Creation,0.073,9.46,70.46,20.08
20,300000,4517,9035,Medium,Wealth Creation,0.068,14.43,65.15,20.42
28,860494,15016,112625,High,Wealth Creation,0.105,12.52,69.33,18.14
20,339652,4403,11006,Low,Wealth Creation,0.127,15.96,59.22,24.83
37,2549574,57553,518520,Medium,Retirement,0.162,5.04,57.93,37.03
37,2259235,58984,117969,Medium,Wealth Creation,0.045,13.51,66.67,19.82
18,411984,11803,90263,Medium,Property Purchase,0.117,4.92,59.64,35.44
42,2554908,57295,186380,High,Wealth Creation,0.105,11.27,67.94,20.79
50,3000000,59201,613186,Medium,Emergency Fund,0.128,14.48,46.07,39.45
32,793863,16189,32379,Medium,Short-Term,0.248,4.75,32.98,62.27
26,2740078,63429,434045,Medium,Wealth Creation,0.101,11.99,65.35,22.67
50,1177645,27862,124154,Low,Wealth Creation,0.12,26.56,42.43,31.0
21,427485,5987,29682,Medium,Short-Term,0.17,4.6,33.21,62.19
32,1267680,20921,67702,Medium,Retirement,0.138,4.8,63.69,31.52
33,635610,7576,26134,Medium,Short-Term,0.123,4.61,34.09,61.3
42,1072566,14798,36339,High,Retirement,0.05,17.23,64.82,17.95
34,1914740,35270,70541,Medium,Short-Term,0.119,5.04,34.03,60.94
28,657815,15830,52851,Low,Short-Term,0.223,34.64,28.67,36.69
24,300000,7647,42884,High,Wealth Creation,0.056,13.89,65.95,20.16
29,849703,9736,83560,High,Education,0.18,18.16,59.33,22.5
23,361267,5173,13022,Medium,Wealth Creation,0.081,15.52,63.87,20.61
32,1276540,26602,53204,High,Wealth Creation,0.1,13.76,66.82,19.41
27,967519,15821,31643,High,Wealth Creation,0.114,12.95,67.84,19.21
20,1090873,13655,41775,High,Wealth Creation,0.026,13.91,66.17,19.93
42,1725553,28294,66359,High,Short-Term,0.103,23.87,44.99,31.14
28,1251170,15294,30589,Medium,Short-Term,0.164,4.55,34.31,61.14
21,332243,4082,35674,Medium,Wealth Creation,0.179,12.83,67.42,19.75
30,1160444,20055,80544,Medium,Wealth Creation,0.103,15.26,65.91,18.83
32,2487944,44574,89149,Medium,Wealth Creation,0.11,14.8,66.57,18.63
18,300000,5440,10880,High,Retirement,0.024,13.59,65.41,21.01
34,2403451,27650,147013,High,Emergency Fund,0.111,12.62,66.28,21.1
23,388779,8057,81913,Medium,Short-Term,0.161,4.54,34.8,60.65
45,655089,9318,65256,Medium,Emergency Fund,0.242,9.53,50.74,39.73
36,1021041,15581,107622,Medium,Retirement,0.065,4.91,57.55,37.54
28,1029526,13109,39112,Medium,Wealth Creation,0.005,13.1,68.06,18.84
26,1038558,29936,59873,Medium,Emergency Fund,0.037,4.53,59.8,35.67
31,409372,12401,24945,Medium,Emergency Fund,0.141,4.63,58.64,36.72
36,1132466,15291,143979,High,Short-Term,0.084,26.94,43.03,30.03
31,493695,9315,20062,Medium,Tax Saving,0.128,4.71,57.34,37.94
30,300000,4877,9754,Medium,Education,0.128,4.67,45.65,49.67
32,436276,5934,11868,Medium,Short-Term,0.023,4.72,34.31,60.97
27,400996,7338,22082,High,Short-Term,0.082,22.44,45.84,31.72
29,931732,9046,24150,Low,Short-Term,0.083,34.11,29.96,35.93
18,798546,8313,16627,High,Short-Term,0.322,23.51,46.38,30.11
39,390329,6283,29393,Medium,Retirement,0.056,7.64,56.0,36.36
34,1000158,9395,32621,Medium,Property Purchase,0.116,4.98,55.75,39.27
25,300000,5476,13786,Low,Property Purchase,0.036,19.3,48.06,32.64
47,1647806,22142,82983,High,Wealth Creation,0.092,12.44,67.98,19.58
32,528146,9143,72248,Low,Short-Term,0.141,35.76,30.18,34.06
23,300000,5360,15132,Medium,Education,0.137,4.73,45.15,50.12
38,1488666,35471,180363,Low,Wealth Creation,0.16,21.46,53.2,25.34
35,583358,9950,20821,Medium,Wealth Creation,0.045,14.31,65.21,20.47
35,685768,15080,30160,Medium,Short-Term,0.249,4.95,34.07,60.99
28,300000,3494,14958,Low,Wealth Creation,0.04,16.82,57.18,26.0
35,1482449,27727,55455,Low,Tax Saving,0.155,18.79,43.08,38.13
29,1141684,20672,41345,Medium,Tax Saving,0.041,4.73,58.32,36.95
36,864013,17894,48654,Medium,Emergency Fund,0.029,4.68,55.48,39.84
18,300000,5091,11559,High,Emergency Fund,0.13,13.94,65.83,20.23
28,1370233,34922,243595,Medium,Education,0.087,4.48,46.73,48.79
45,733796,15591,37407,Medium,Wealth Creation,0.051,15.33,57.01,27.66
25,454506,9391,75876,Medium,Wealth Creation,0.17,14.28,66.23,19.49
27,2519276,39815,125542,Medium,Emergency Fund,0.108,4.66,58.34,37.0
28,432973,9268,18536,High,Education,0.118,21.35,58.52,20.13
22,791486,20352,57450,Medium,Retirement,0.057,4.71,65.35,29.94
18,560438,10745,21491,Medium,Education,0.08,4.54,44.19,51.27
30,889549,14011,28022,High,Wealth Creation,0.068,12.88,66.81,20.31
33,920449,19135,92093,High,Retirement,0.091,16.02,64.95,19.03
31,926863,15893,31787,High,Retirement,0.194,14.68,65.84,19.47
30,848811,19722,39445,Medium,Wealth Creation,0.021,13.56,66.56,19.88
32,735341,13924,176797,Low,Emergency Fund,0.168,23.87,47.78,28.35
40,2363807,33409,220116,Medium,Emergency Fund,0.124,6.93,52.55,40.52
30,323874,9230,18460,Medium,Short-Term,0.028,4.52,36.31,59.17
27,1172377,29469,58939,High,Retirement,0.072,13.52,64.77,21.72
29,1136323,26656,103284,Low,Short-Term,0.031,33.08,30.18,36.73
36,1316554,23767,48533,High,Tax Saving,0.089,9.71,49.86,40.42
43,2017943,35953,71906,Medium,Retirement,0.072,11.11,50.52,38.38
26,590627,13911,27822,Medium,Wealth Creation,0.055,13.29,66.77,19.94
32,300000,3533,10455,Low,Education,0.037,28.43,37.59,33.97
34,782962,14130,28261,High,Education,0.11,18.86,60.96,20.18
24,304264,6219,55219,Medium,Short-Term,0.043,4.5,34.25,61.24
32,486086,7100,27375,Medium,Tax Saving,0.082,4.72,57.2,38.08
20,300000,4221,39259,Medium,Retirement,0.108,4.55,65.05,30.4
18,300382,7851,51831,Medium,Short-Term,0.159,4.53,35.25,60.22
34,575596,14283,61134,Medium,Education,0.102,4.8,45.89,49.31
28,300000,4682,9364,Medium,Wealth Creation,0.137,12.62,65.7,21.68
33,1203203,13760,27521,Medium,Wealth Creation,0.084,11.59,69.08,19.33
31,2828446,29229,148810,Medium,Tax Saving,0.242,4.67,59.09,36.23
24,798077,15623,58427,Low,Short-Term,0.23,32.41,29.61,37.97
31,656011,20514,73807,Medium,Wealth Creation,0.053,12.93,68.0,19.07
22,487113,8914,27869,High,Property Purchase,0.048,11.51,67.15,21.34
43,798686,9702,19405,Low,Retirement,0.111,35.02,41.77,23.21
21,505384,10606,43289,Medium,Short-Term,0.086,4.45,35.45,60.1
30,695232,10757,31115,Low,Short-Term,0.186,33.65,29.62,36.73
23,326947,5641,13309,High,Retirement,0.117,13.51,65.44,21.05
36,2371797,49661,312698,High,Wealth Creation,0.055,11.46,67.55,20.99
29,300000,3350,9534,Medium,Education,0.07,4.58,46.39,49.03
27,994471,28044,86446,Medium,Wealth Creation,0.223,12.09,68.04,19.87
38,866403,16415,223777,High,Education,0.083,19.51,61.28,19.21
32,2364660,47318,96064,Medium,Tax Saving,0.034,4.6,57.48,37.93
36,1046978,15232,49865,Medium,Wealth Creation,0.07,14.2,64.22,21.58
24,446188,5060,25972,Medium,Education,0.021,4.61,45.87,49.52
20,404259,7087,30301,High,Short-Term,0.06,25.92,44.78,29.3
32,790135,12970,27269,Medium,Wealth Creation,0.132,14.28,66.77,18.95
29,345688,8130,16260,Medium,Short-Term,0.158,4.52,34.34,61.14
37,552487,6907,15553,Low,Retirement,0.013,29.09,44.48,26.43
31,300000,7402,16669,Medium,Wealth Creation,0.033,13.71,65.89,20.39
33,454651,4673,28131,Medium,Short-Term,0.134,4.66,35.51,59.83
19,449975,9526,51659,Low,Property Purchase,0.089,21.44,49.32,29.24
47,1350228,16470,32941,Low,Short-Term,0.255,52.18,21.36,26.46
30,300000,3237,16166,Low,Retirement,0.029,21.81,52.49,25.71
37,819219,15837,31674,High,Short-Term,0.036,25.15,46.22,28.63
25,817179,14225,70435,Low,Education,0.033,28.41,38.31,33.28
34,736024,22646,236284,High,Wealth Creation,0.09,12.46,66.94,20.6
21,334611,5726,13848,Medium,Short-Term,0.059,4.67,34.3,61.03
35,656286,13745,31838,Medium,Short-Term,0.054,4.9,32.17,62.93
29,490721,6643,60029,High,Retirement,0.089,13.81,66.23,19.95
32,515835,10278,21541,Medium,Emergency Fund,0.082,4.72,59.32,35.96
37,987385,17508,86785,Medium,Short-Term,0.134,5.14,34.33,60.53
22,2010584,21148,89162,High,Education,0.096,20.75,59.51,19.74
26,392411,9257,41989,High,Short-Term,0.158,24.16,44.62,31.22
35,695241,18155,37739,Low,Emergency Fund,0.203,25.29,45.98,28.73
48,1133920,20064,46924,Low,Short-Term,0.16,52.34,22.31,25.35
30,478254,13594,59425,High,Education,0.072,16.89,61.84,21.27
36,1678062,31299,64334,Medium,Wealth Creation,0.145,13.35,65.61,21.05
31,300000,5519,25841,High,Tax Saving,0.053,8.7,52.34,38.96
47,827812,13904,56759,Medium,Wealth Creation,0.162,14.18,57.85,27.97
18,654479,9549,32210,Medium,Wealth Creation,0.069,12.54,66.64,20.81
32,644539,14072,56687,Low,Tax Saving,0.084,18.84,43.02,38.13
18,300000,5668,15386,Medium,Wealth Creation,0.104,13.48,66.01,20.51
18,521087,14430,38671,Low,Tax Saving,0.112,16.58,42.12,41.3
34,1394391,14047,28095,Medium,Short-Term,0.099,4.97,34.41,60.62
33,882694,18763,49406,High,Wealth Creation,0.124,10.66,66.55,22.79
29,428523,5439,10878,Medium,Education,0.176,4.58,45.61,49.81
31,958211,17661,161544,Medium,Retirement,0.092,4.75,63.98,31.27
50,942793,16275,39107,Low,Education,0.187,45.42,28.1,26.48
29,1092095,10304,20609,High,Education,0.072,19.22,61.49,19.29
36,2074698,25812,51624,Medium,Short-Term,0.15,7.62,33.81,58.57
26,300000,8064,18892,High,Education,0.081,20.09,60.29,19.61
34,864798,14912,136989,Medium,Tax Saving,0.034,4.73,56.05,39.22
30,300000,6909,53312,High,Short-Term,0.059,23.64,45.34,31.01
28,2890561,53880,107760,High,Wealth Creation,0.29,14.53,65.27,20.19
46,841040,13371,65862,Low,Emergency Fund,0.066,31.42,38.24,30.34
41,1542113,17474,37737,Low,Retirement,0.047,34.32,41.22,24.46
33,761050,21761,307776,Low,Short-Term,0.098,35.11,29.11,35.78
18,300000,6817,47691,Medium,Short-Term,0.181,4.52,33.95,61.53
29,389793,8841,17682,Low,Education,0.145,26.67,39.73,33.6
50,3000000,42453,84906,Low,Short-Term,0.069,53.99,21.47,24.53
30,1249068,27800,253615,Low,Wealth Creation,0.073,15.83,59.16,25.01
40,3000000,31033,169966,Low,Emergency Fund,0.053,27.81,42.5,29.69
43,1073518,11114,52480,Low,Emergency Fund,0.019,28.31,42.85,28.84
33,943479,17939,35879,Medium,Wealth Creation,0.071,13.24,66.87,19.89
25,495481,6795,13590,High,Wealth Creation,0.089,13.72,66.19,20.09
18,336707,4807,9615,High,Property Purchase,0.223,15.8,64.89,19.31
37,474624,6944,36090,Medium,Wealth Creation,0.089,14.76,65.73,19.51
25,617398,9216,18831,High,Wealth Creation,0.156,14.23,65.38,20.39
33,489032,6185,12371,Low,Short-Term,0.135,35.79,27.82,36.39
22,651857,18446,95995,Medium,Wealth Creation,0.045,13.14,66.08,20.79
29,771798,11873,25241,High,Education,0.062,18.04,60.38,21.58
32,899315,14301,28603,Medium,Retirement,0.196,4.77,64.59,30.63
34,2195856,28092,175431,Low,Retirement,0.189,25.53,49.28,25.19
23,515242,8964,30512,Medium,Property Purchase,0.107,4.59,57.69,37.72
41,1557935,45167,90335,Low,Retirement,0.034,33.82,41.83,24.36
27,2159454,36905,157578,High,Wealth Creation,0.011,12.17,66.48,21.34
18,909144,23643,47287,Medium,Education,0.064,4.86,43.41,51.72
31,1454578,26979,53958,Low,Short-Term,0.13,32.27,30.27,37.46
32,629663,9845,19691,Medium,Retirement,0.127,4.7,63.93,31.37
33,897659,8403,27730,Low,Tax Saving,0.248,18.78,41.57,39.65
42,463575,7940,40979,Low,Wealth Creation,0.168,19.67,52.17,28.16
30,947941,17301,48005,Low,Short-Term,0.087,33.72,29.09,37.19
31,856051,11977,66334,Medium,Wealth Creation,0.061,12.05,66.42,21.53
23,536843,8647,17295,High,Wealth Creation,0.181,12.88,66.78,20.34
38,1693018,22542,108381,Medium,Retirement,0.183,4.91,58.04,37.05
33,381224,5588,36086,Medium,Tax Saving,0.043,4.73,58.45,36.83
28,1776142,23721,146024,High,Education,0.045,18.5,60.53,20.97
18,687129,12294,24588,High,Wealth Creation,0.119,14.37,67.79,17.84
43,995774,12826,189843,Low,Retirement,0.104,36.83,40.29,22.88
22,461396,11673,28400,Medium,Education,0.096,4.61,45.42,49.97
27,842902,16687,51122,Low,Wealth Creation,0.06,16.79,57.79,25.42
34,2046422,26785,53571,Low,Wealth Creation,0.027,19.24,55.71,25.05
22,542790,7374,47603,Low,Wealth Creation,0.099,16.1,58.19,25.71
20,492033,7581,31132,High,Short-Term,0.056,21.18,45.54,33.28
18,404372,9289,53495,Low,Wealth Creation,0.149,14.94,61.87,23.19
37,2604883,56464,367834,Low,Short-Term,0.165,41.06,25.55,33.38
27,513701,6396,12792,Medium,Emergency Fund,0.255,4.74,59.11,36.15
50,1178941,31894,207960,Low,Emergency Fund,0.075,35.3,34.66,30.04
24,1326143,20836,99716,Low,Education,0.224,26.22,40.57,33.21
24,617875,10087,70774,Medium,Wealth Creation,0.13,13.31,65.06,21.63
27,1260018,19519,137052,High,Emergency Fund,0.113,13.85,63.82,22.33
33,462259,7950,15901,Low,Property Purchase,0.089,23.2,46.27,30.52
28,579939,10701,44436,Medium,Wealth Creation,0.293,14.58,66.26,19.16
36,2125972,30263,128567,High,Tax Saving,0.121,11.16,50.25,38.59
24,369396,5578,12682,Medium,Tax Saving,0.065,4.55,57.94,37.51
20,432575,6086,25672,Medium,Property Purchase,0.018,4.73,58.18,37.09
18,466601,6141,12283,Low,Wealth Creation,0.056,16.66,58.2,25.14
18,300000,4876,18256,High,Tax Saving,0.02,7.15,53.56,39.29
27,504269,8122,16245,High,Wealth Creation,0.038,12.59,70.17,17.24
29,738033,16456,96368,Low,Wealth Creation,0.224,16.65,59.63,23.71
26,641429,12898,30617,High,Wealth Creation,0.036,14.11,68.11,17.79
41,2153063,40535,190888,Medium,Retirement,0.106,7.72,55.01,37.27
41,2510471,51192,255957,Medium,Wealth Creation,0.103,13.37,64.69,21.94
29,408667,10017,59777,High,Retirement,0.124,14.9,66.4,18.7
18,427616,9675,36734,Medium,Short-Term,0.017,4.66,34.14,61.2
27,954113,19702,101785,High,Wealth Creation,0.212,14.74,64.81,20.45
27,1564912,17410,42304,Medium,Emergency Fund,0.055,4.67,57.74,37.59
26,951947,13502,165573,Low,Wealth Creation,0.125,14.63,60.62,24.75
26,726875,12740,25481,Medium,Wealth Creation,0.154,10.68,65.97,23.36
26,923829,20079,47623,Low,Retirement,0.097,22.33,53.28,24.39
28,1007823,21326,252173,High,Wealth Creation,0.024,13.37,67.81,18.83
26,357003,5283,18871,High,Education,0.022,19.46,61.73,18.8
33,888750,10499,72052,Low,Retirement,0.064,23.6,51.99,24.41
34,1973031,35421,141477,Medium,Wealth Creation,0.085,13.33,65.89,20.79
24,501438,5982,18146,Medium,Short-Term,0.176,4.46,34.43,61.11
42,1085317,18446,50108,Low,Retirement,0.168,35.94,40.25,23.81
24,478967,8597,80074,High,Wealth Creation,0.193,12.38,68.17,19.45
19,300000,3694,10362,Medium,Wealth Creation,0.149,15.46,65.08,19.45
35,836425,18714,94279,Medium,Emergency Fund,0.139,4.87,57.27,37.87
25,702945,17929,102417,High,Short-Term,0.047,24.49,44.51,31.0
34,598712,10678,84199,Low,Wealth Creation,0.062,16.89,55.73,27.38
18,300000,4725,34710,Low,Tax Saving,0.18,16.41,42.6,40.99
43,606366,13883,56230,Low,Retirement,0.079,36.31,39.54,24.15
37,1398965,28193,56387,Medium,Short-Term,0.201,8.31,32.44,59.25
19,1469313,19660,39320,Medium,Short-Term,0.044,4.51,34.59,60.9
20,1041165,23018,56528,High,Wealth Creation,0.205,11.31,67.47,21.22
45,484067,6999,31076,Low,Retirement,0.114,36.66,40.76,22.58
26,1006167,29794,59588,Medium,Short-Term,0.2,4.61,34.35,61.04
25,391728,7189,17060,Low,Wealth Creation,0.048,14.58,62.25,23.17
18,300000,6573,32925,High,Wealth Creation,0.083,14.36,63.79,21.85
29,515263,14504,41053,Medium,Short-Term,0.196,4.6,34.68,60.72
30,1076065,18327,98400,Medium,Emergency Fund,0.157,4.65,57.63,37.72
37,1588029,16629,48244,High,Tax Saving,0.052,10.1,51.84,38.07
20,443326,5959,62641,Low,Wealth Creation,0.18,15.82,59.7,24.49
19,424770,8969,32302,Medium,Education,0.063,4.49,46.32,49.19
35,1110082,21566,43132,Medium,Tax Saving,0.166,4.87,57.61,37.51
40,1337656,15901,31803,Low,Short-Term,0.156,45.3,23.76,30.93
19,882579,18155,52853,High,Short-Term,0.197,22.65,45.79,31.56
40,447132,10152,40390,Medium,Property Purchase,0.101,5.77,53.35,40.88
32,766665,13015,27275,Low,Tax Saving,0.105,18.94,41.57,39.49
40,510193,15019,30039,Medium,Short-Term,0.171,10.41,31.08,58.51
31,713801,10558,79303,Medium,Emergency Fund,0.013,4.56,57.3,38.14
18,349240,6879,30862,Medium,Wealth Creation,0.088,12.4,65.64,21.96
30,699702,9170,56181,High,Retirement,0.01,13.89,64.47,21.64
40,595379,7715,20523,Medium,Emergency Fund,0.053,5.02,52.79,42.2
24,300000,3983,7967,High,Wealth Creation,0.025,12.72,66.47,20.81
28,300000,6207,12414,High,Short-Term,0.117,24.97,44.14,30.89
30,660671,10350,38911,Medium,Wealth Creation,0.093,13.47,66.21,20.32
18,308852,5407,15842,High,Tax Saving,0.125,10.35,50.58,39.07
45,722775,14630,47305,Low,Tax Saving,0.155,24.98,36.21,38.8
24,1259767,15628,31257,Low,Short-Term,0.132,34.03,29.47,36.49
36,508223,7881,25637,Medium,Wealth Creation,0.109,14.42,65.85,19.74
31,1714337,38832,168887,High,Education,0.114,19.43,61.25,19.32
42,2653365,72079,965873,Low,Retirement,0.193,36.94,37.7,25.37
35,300000,6892,21608,Medium,Wealth Creation,0.092,13.08,66.93,19.99
30,743082,12995,49181,Low,Property Purchase,0.061,22.51,47.56,29.93
24,449479,9396,18792,Medium,Wealth Creation,0.129,13.76,66.57,19.66
38,300000,6135,12270,Medium,Retirement,0.043,5.68,56.21,38.12
18,300000,6256,28798,Medium,Short-Term,0.278,4.59,35.55,59.86
37,1399610,24593,112759,Medium,Wealth Creation,0.088,14.38,63.39,22.23
23,1780691,26405,52810,Low,Wealth Creation,0.155,18.02,57.42,24.56
42,1719551,32565,367428,High,Retirement,0.121,11.8,68.75,19.45
33,949909,29086,119474,Medium,Wealth Creation,0.106,14.45,63.51,22.03
37,867647,20157,181719,Low,Retirement,0.133,32.1,41.84,26.07
32,2103376,37434,139271,Low,Short-Term,0.052,36.08,27.17,36.75
18,1451580,35658,71317,Medium,Wealth Creation,0.09,12.92,67.99,19.09
25,406350,4432,18333,Medium,Education,0.087,4.57,46.02,49.41
37,300000,5256,10512,Medium,Property Purchase,0.027,4.98,57.68,37.34
33,300000,6895,15259,High,Emergency Fund,0.041,15.24,64.58,20.18
41,2179794,53497,106994,Medium,Property Purchase,0.083,7.06,51.83,41.11
35,807529,12446,24892,Medium,Retirement,0.122,4.89,56.54,38.57
24,621352,7439,36971,High,Wealth Creation,0.031,13.16,65.82,21.03
25,300000,6226,36781,Medium,Wealth Creation,0.107,12.79,67.01,20.2
32,490406,8869,25770,Medium,Tax Saving,0.122,4.5,56.65,38.85
18,335015,7598,20507,High,Retirement,0.083,12.82,65.17,22.0
45,1228748,25452,98519,Low,Emergency Fund,0.084,33.04,36.65,30.31
35,660026,14236,141726,Medium,Education,0.152,4.93,44.88,50.2
41,534192,10724,28080,High,Wealth Creation,0.188,14.17,64.53,21.3
19,300000,6065,21842,Medium,Tax Saving,0.083,4.71,58.89,36.4
41,2062474,22938,45876,Low,Retirement,0.193,36.2,38.13,25.66
49,1385559,19253,38507,Medium,Retirement,0.045,18.18,48.14,33.68
21,701444,13852,27705,High,Property Purchase,0.059,13.59,65.99,20.42
38,527323,8065,82761,Medium,Emergency Fund,0.009,4.91,57.56,37.54
32,300000,7741,15483,Medium,Education,0.086,4.73,44.72,50.54
19,322285,5885,16406,Low,Property Purchase,0.149,23.1,48.07,28.83
35,504525,12987,32502,Low,Emergency Fund,0.066,26.68,46.81,26.51
38,1130268,13090,39689,High,Wealth Creation,0.064,14.78,66.82,18.4
27,3000000,80939,573434,High,Property Purchase,0.033,15.6,65.75,18.64
41,1492033,21004,218083,High,Short-Term,0.069,23.16,45.53,31.31
18,2151275,22130,84087,High,Wealth Creation,0.079,13.73,66.38,19.89
20,634500,7691,27544,Medium,Emergency Fund,0.186,4.57,57.69,37.74
33,532679,15213,30427,High,Wealth Creation,0.088,12.75,67.68,19.58
32,930357,15424,30849,Medium,Education,0.138,4.64,43.67,51.69
26,1765860,32612,202390,Medium,Wealth Creation,0.139,11.67,69.24,19.09
38,2733364,44248,174593,Medium,Wealth Creation,0.061,14.32,66.17,19.51
36,606240,11601,23202,Medium,Retirement,0.106,4.95,57.6,37.45
38,1072826,27340,257926,Low,Retirement,0.041,29.98,43.74,26.28
31,307700,6063,12126,Low,Education,0.106,28.28,39.52,32.2
36,1427796,36371,325227,Medium,Short-Term,0.198,6.0,35.69,58.32
28,1678355,34906,160670,Medium,Education,0.084,4.47,45.19,50.34
48,1188816,17353,37150,Low,Wealth Creation,0.117,25.07,43.99,30.94
25,393637,7249,14498,High,Tax Saving,0.051,9.89,52.93,37.18
48,1453518,18150,61986,Medium,Tax Saving,0.12,13.06,47.05,39.89
32,972440,15581,31162,Low,Wealth Creation,0.049,18.77,57.37,23.86
20,498590,9713,37284,High,Short-Term,0.162,22.54,46.11,31.35
42,1139478,20059,114225,Medium,Retirement,0.248,8.77,53.09,38.15
33,698410,12489,24978,High,Tax Saving,0.049,9.69,50.0,40.31
38,1672694,41644,131242,Low,Tax Saving,0.115,24.24,36.41,39.34
41,1547272,23678,52414,High,Wealth Creation,0.168,15.68,65.35,18.97
34,453275,9477,81482,High,Property Purchase,0.036,11.62,67.51,20.86
27,344407,6031,12062,Medium,Wealth Creation,0.12,14.14,68.85,17.01
39,811359,20872,73720,High,Short-Term,0.171,24.31,45.47,30.21
32,1167216,14440,28881,Medium,Retirement,0.039,4.7,64.01,31.29
37,969589,26348,52696,Low,Retirement,0.265,30.34,44.13,25.54
18,300000,4390,18721,High,Short-Term,0.057,24.18,44.27,31.55
35,982002,13277,78318,Medium,Short-Term,0.053,4.75,33.41,61.85
26,510253,13282,29362,Medium,Wealth Creation,0.178,10.72,69.29,19.99
45,1832838,32990,65980,Low,Property Purchase,0.181,31.05,39.39,29.57
36,1068084,26970,97927,Medium,Wealth Creation,0.121,15.49,65.03,19.48
33,660439,8726,18023,Medium,Retirement,0.16,4.83,65.11,30.06
35,973522,11704,94077,High,Tax Saving,0.074,9.17,50.86,39.96
24,1211378,18469,62863,Medium,Tax Saving,0.031,4.73,57.78,37.49
44,763546,8341,51424,Low,Emergency Fund,0.059,31.1,39.53,29.36
47,1462071,23219,160109,Medium,Retirement,0.023,12.6,48.13,39.28
35,794283,21106,42213,Medium,Education,0.187,5.08,45.09,49.84
44,1379958,28269,56539,Medium,Emergency Fund,0.022,9.26,50.08,40.66
27,429545,7445,14891,High,Short-Term,0.146,24.81,42.3,32.88
25,630997,10723,21446,High,Education,0.025,18.93,58.36,22.71
